P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"Kepler-1287 b","Transit","Kepler","2016","2019-04-16","2.9900000","","","0","M-R relationship","1.5400000","-0.13000000","0.22000000","0","11.476859","-6.4660000e-05","6.4660000e-05","0","0.097600000","","","0","0.0000000","","","0","89.870000","","","0","","","","0","Kepler-1287","","","","289.13463","47.063018","19h16m32.31s","+47d03m46.86s","15.216000","-0.035000000","0.035000000","1003.2600","-25.345000","26.680000","5715.0000","-83.950000","93.970000","0","0.96000000","-0.060000000","0.050000000","0","0.94000000","-0.070000000","0.13000000","0","-0.050000000","-0.18300000","0.14700000","0","4.0700000","-2.3900000","3.9200000","0","-0.091000000","","","0","4.4800000","-0.12000000","0.050000000","0","1.3933982","1.9415584","1.2607522","0.81867028","0.0014257227","0.097600000","0.097600000","0.097600000","0.097600000","85.133476","85.133476","85.133476","773.79301","773.79301","773.79301","873.87761","873.87761","873.87761","Terran","G","19 16 32.31","+47 03 46.86","0.81096106","0.67837388","1.6009605","0.85924609","1.5178560","0.90865581","1.5178560","0.82944445","1.5178560","2.4314412","1.7959818","0.44591045","0","0","Hot","0","0.29314158","Cygnus","Cyg","Swan"
"Kepler-1133 b","Transit","Kepler","2016","2019-04-16","4.5400000","","","0","M-R relationship","1.9700000","-0.15000000","0.24000000","0","11.555623","-3.4090000e-05","3.4090000e-05","0","0.098300000","","","0","0.0000000","","","0","88.210000","","","0","","","","0","Kepler-1133","","","","293.32241","42.867492","19h33m17.38s","+42d52m02.97s","14.785000","-0.046000000","0.046000000","753.13500","-16.207500","16.207500","5569.0000","-118.09000","157.93000","0","0.93000000","-0.060000000","0.050000000","0","0.90000000","-0.060000000","0.10000000","0","-0.020000000","-0.16000000","0.13800000","0","4.0700000","-2.4100000","4.8000000","0","-0.21000000","","","0","4.5000000","-0.10000000","0.050000000","0","1.5180805","2.3045685","1.1698317","0.59382322","0.0016680014","0.098300000","0.098300000","0.098300000","0.098300000","63.810620","63.810620","63.810620","719.98417","719.98417","719.98417","813.10899","813.10899","813.10899","Superterran","G","19 33 17.38","+42 52 02.97","0.61659500","0.59662830","1.4140020","0.75570795","1.3406022","0.79927368","1.3406022","0.72951216","1.3406022","2.1201362","1.3828422","0.44121631","0","0","Hot","0","0.27684680","Cygnus","Cyg","Swan"
"HD 164595 b","Radial Velocity","Haute-Provence Observatory","2015","2015-09-08","16.140000","-2.7200000","2.7200000","0","Msini","4.1600000","","","0","40.000000","-0.24000000","0.24000000","0","0.23000000","","","0","0.088000000","-0.066000000","0.12000000","0","","","","0","145.00000","-110.00000","160.00000","0","HD 164595","HD 164595","HIP 88194","G2 V","270.16137","29.572670","18h00m38.73s","+29d34m21.61s","7.0859700","-0.023000000","0.023000000","28.254000","-0.020700000","0.020800000","5790.0000","-40.000000","40.000000","0","0.99000000","-0.030000000","0.030000000","0","1.0200000","-0.020000000","0.020000000","0","-0.040000000","-0.080000000","0.080000000","0","7.1200000","-2.0800000","1.9600000","0","0.017000000","-0.0010000000","0.0010000000","0","4.4400000","-0.050000000","0.050000000","0","1.9697227","3.8798077","0.93264608","0.22419377","0.0053202336","0.23089056","0.20976000","0.25024000","0.23022321","19.734788","16.606822","23.634948","536.13623","514.24650","561.67924","","580.76061","634.32844","Neptunian","G","18 00 38.73","+29 34 21.61","1.0399202","0.76474598","1.8011456","0.96864526","1.7076498","1.0242762","1.7076498","0.93503896","1.7076498","2.7533649","2.0640273","0.49451929","0","0","Hot","0","0.22817463","Hercules","Her","Hercules"
"HD 220074 b","Radial Velocity","Bohyunsan Optical Astronomical Observatory","2012","2018-09-04","5288.6912","-4214.4258","4214.4258","0","Msini","12.200000","","","0","672.09998","-3.7000000","3.7000000","0","1.6000000","-0.13000000","0.13000000","0","0.14000000","-0.050000000","0.050000000","0","","","","0","323.00000","-8.5000000","8.5000000","0","HD 220074","HD 220074","HIP 115218","M2 III","350.05998","61.970106","23h20m14.40s","+61d58m12.38s","6.4060700","-0.023000000","0.023000000","324.54000","-6.2010000","6.4430000","3787.0000","-110.00000","110.00000","0","2.2000000","-2.6200000","2.6200000","0","54.920000","-8.7600000","8.7600000","0","-0.25000000","","","0","4.5000000","-2.8000000","2.8000000","0","2.8940000","-0.011000000","0.011000000","0","1.3000000","-0.50000000","0.50000000","0","20.820645","433.49928","35.532728","2.9125187","0.18437931","1.6156800","1.3760000","1.8240000","1.6039454","309.07109","235.47800","413.77394","1064.1551","997.90062","1148.9219","","1126.9719","1297.5267","Jovian","M","23 20 14.40","+61 58 12.38","783.42964","22.796739","58.317791","28.875530","55.289816","30.603018","55.289816","27.874102","55.289816","75.572496","0.086265468","0.59781639","0","0","Hot","0","0.076131011","Cassiopeia","Cas","Cassiopeia"
"K2-190 b","Transit","K2","2018","2019-09-05","2.4100000","","","0","M-R relationship","1.3570000","-0.10200000","0.17600000","0","10.098858","-0.00064300000","0.00061900000","0","0.088261629","","","0","","","","0","88.357000","-2.3290000","1.1590000","0","","","","0","K2-190","","","","205.36305","-13.160869","13h41m27.13s","-13d09m39.13s","11.138000","-0.013000000","0.013000000","160.67900","-1.1350000","1.1500000","5631.0000","-50.000000","50.000000","0","0.90000000","-0.040000000","0.030000000","0","0.91000000","-0.060000000","0.10000000","0","-0.19000000","-0.080000000","0.080000000","0","","","","0","-0.068000000","-0.016000000","0.020000000","0","4.3800000","-0.10000000","0.10000000","0","1.3326577","1.7759764","1.3087520","0.96444507","0.0012259762","0.088261629","0.088261629","0.088261629","0.088261629","109.76304","109.76304","109.76304","824.54382","824.54382","824.54382","931.19268","931.19268","931.19268","Terran","G","13 41 27.13","-13 09 39.13","0.85506671","0.70005127","1.6560643","0.88670524","1.5700994","0.93776733","1.5700994","0.85596139","1.5700994","2.4966851","1.5215461","0.44541547","0","0","Hot","0","0.29744960","Virgo","Vir","Virgin"
"Kepler-1600 b","Transit","Kepler","2016","2018-09-25","9.9600000","","","0","M-R relationship","3.1300000","-0.17000000","0.28000000","0","386.37055","-0.0085910000","0.0085910000","0","0.97120000","","","0","0.0000000","","","0","90.000000","","","0","","","","0","Kepler-1600","","","","291.39938","38.787756","19h25m35.85s","+38d47m15.92s","16.076000","-0.13800000","0.13800000","1030.8100","-34.270500","34.270500","5214.0000","-91.430000","66.690000","0","0.86000000","-0.040000000","0.040000000","0","0.82000000","-0.040000000","0.050000000","0","0.070000000","-0.14600000","0.14400000","0","4.6800000","-2.9000000","6.4400000","0","-0.33900000","","","0","4.5500000","-0.070000000","0.030000000","0","1.7838466","3.1821086","1.0166481","0.32480771","0.021979318","0.97120000","0.97120000","0.97120000","0.97120000","0.48571627","0.48571627","0.48571627","212.66468","212.66468","212.66468","","240.17134","240.17134","Neptunian","K","19 25 35.85","+38 47 15.92","0.45814189","0.52450771","1.2578499","0.66436353","1.1925552","0.70291769","1.1925552","0.64135973","1.1925552","1.8275268","0.73210364","0.43997901","1","1","Warm","0","0.56079195","Lyra","Lyr","Lyre"
"Kepler-1702 b","Transit","Kepler","2020","2020-09-08","3.2000000","","","0","M-R relationship","1.6020000","","","0","18.501200","","","0","0.12750000","","","0","0.0000000","","","0","88.720000","","","0","","","","0","Kepler-1702","","","","284.97248","44.567479","18h59m53.40s","+44d34m02.93s","16.231000","-0.20600000","0.20600000","857.14000","-24.591000","26.059000","5093.0000","-122.00000","122.00000","0","0.85000000","","","0","0.73000000","","","0","-0.24000000","-0.30000000","0.30000000","0","","","","0","-0.49600000","","","0","4.6500000","","","0","1.4133305","1.9975031","1.2468808","0.77832762","0.0019839883","0.12750000","0.12750000","0.12750000","0.12750000","19.632682","19.632682","19.632682","536.22199","536.22199","536.22199","605.57847","605.57847","605.57847","Superterran","K","18 59 53.40","+44 34 02.93","0.31915379","0.44049203","1.0611459","0.55794717","1.0060618","0.59040367","1.0060618","0.53863330","1.0060618","1.5253298","0.59237827","0.43700939","0","0","Hot","0","0.34081240","Lyra","Lyr","Lyre"
"HD 92788 c","Radial Velocity","La Silla Observatory","2019","2021-09-20","1166.4361","-79.457500","95.349000","0","Msini","13.000000","","","0","11611.298","-905.82000","5055.0600","0","10.500000","-0.55000000","2.9000000","0","0.46000000","-0.030000000","0.12000000","0","","","","0","-25.710000","-8.9200000","6.6300000","0","HD 92788","HD 92788","HIP 52409","G6 V","160.70214","-2.1847173","10h42m48.51s","-02d11m04.98s","7.3163700","-0.023000000","0.023000000","34.653800","-0.059600000","0.059700000","5744.0000","-24.000000","24.000000","0","1.1500000","-0.070000000","0.070000000","0","1.1400000","-0.020000000","0.020000000","0","0.27000000","-0.020000000","0.020000000","0","2.5500000","-1.5100000","1.5100000","0","0.098000000","-0.0010000000","0.0010000000","0","4.3900000","-0.040000000","0.040000000","0","9.4723732","89.725854","6.9019888","0.53092221","0.56984404","11.610900","5.6700000","15.330000","10.799194","0.012801124","0.0053323137","0.038979286","82.017030","68.838062","113.19003","","77.741773","127.83035","Jovian","G","10 42 48.51","-02 11 04.98","1.2531412","0.84181496","1.9851023","1.0662640","1.8820574","1.1275481","1.8820574","1.0292779","1.8820574","3.0224823","2.0048485","0.43807400","0","0","Cold","0","0.082183154","Sextans","Sex","Sextant"
"bet Pic c","Radial Velocity","La Silla Observatory","2019","2023-06-12","3222.4622","-327.68109","373.44838","0","Mass","12.500000","","","0","1192.7795","-4.4317200","5.5055500","0","2.6800000","-0.015000000","0.016000000","0","0.31400000","-0.034000000","0.024000000","0","88.947000","-0.091000000","0.083000000","0","243.89000","-3.3260000","2.2010000","0","bet Pic","HD 39060","HIP 27321","A5V","86.821234","-51.066148","05h47m17.10s","-51d03m58.13s","3.8500000","-0.030000000","0.030000000","19.744200","-0.13030000","0.13200000","7890.0000","-17.000000","13.000000","0","1.8000000","-0.030000000","0.030000000","0","2.0100000","-0.15000000","0.17000000","0","-0.21000000","-0.020000000","0.030000000","0","0.023000000","","","0","0.95800000","-0.0020000000","0.0020000000","0","3.8300000","-0.020000000","0.030000000","0","16.056057","257.79698","20.623758","1.6499007","0.22329685","2.8121186","1.8384800","3.5215200","2.7141507","1.3312839","0.73204821","2.6858526","268.40013","235.63220","326.11461","","266.10954","368.29521","Jovian","A","05 47 17.10","-51 03 58.13","9.0782053","2.0893164","4.8149402","2.6462847","4.5650113","2.7953577","4.5650113","2.5539869","4.5650113","8.1351163","92.919940","0.23206179","1","1","Warm","0","0.38932620","Pictor","Pic","Painter's Easel"
"Kepler-1357 b","Transit","Kepler","2016","2019-04-16","2.1800000","","","0","M-R relationship","1.2800000","-0.11000000","0.20000000","0","3.0091324","-1.5200000e-05","1.5200000e-05","0","0.041000000","","","0","0.0000000","","","0","89.950000","","","0","","","","0","Kepler-1357","","","","291.54807","50.353258","19h26m11.54s","+50d21m11.73s","15.322000","-0.12600000","0.12600000","1015.6900","-24.784000","26.040000","5597.0000","-91.120000","92.010000","0","0.93000000","-0.060000000","0.050000000","0","0.90000000","-0.070000000","0.13000000","0","-0.060000000","-0.19600000","0.14900000","0","4.5700000","-2.8400000","5.1800000","0","-0.14600000","","","0","4.5000000","-0.13000000","0.050000000","0","1.3050383","1.7031250","1.3305664","1.0395050","0.00054478727","0.041000000","0.041000000","0.041000000","0.041000000","425.04243","425.04243","425.04243","1156.6655","1156.6655","1156.6655","1306.2719","1306.2719","1306.2719","Terran","G","19 26 11.54","+50 21 11.73","0.71449633","0.64120278","1.5183686","0.81216678","1.4395513","0.85896421","1.4395513","0.78401096","1.4395513","2.2822529","1.4509883","0.44981975","0","0","Hot","0","0.29087560","Cygnus","Cyg","Swan"
"Kepler-1464 b","Transit","Kepler","2016","2019-04-16","3.3900000","","","0","M-R relationship","1.6600000","-0.16000000","0.29000000","0","31.778590","-0.00027340000","0.00027340000","0","0.18030000","","","0","0.0000000","","","0","89.430000","","","0","","","","0","Kepler-1464","","","","287.23568","38.754082","19h08m56.56s","+38d45m14.70s","14.358000","-0.092000000","0.092000000","1151.7300","-20.750000","21.520000","5828.0000","-169.63000","112.18000","0","1.0200000","-0.060000000","0.060000000","0","1.0100000","-0.090000000","0.17000000","0","0.030000000","-0.16200000","0.14700000","0","3.8900000","-2.2200000","2.8500000","0","0.43000000","","","0","4.4400000","-0.13000000","0.070000000","0","1.4290447","2.0421687","1.2302221","0.74109765","0.0026914159","0.18030000","0.18030000","0.18030000","0.18030000","82.795846","82.795846","82.795846","768.42564","768.42564","768.42564","867.81601","867.81601","867.81601","Superterran","G","19 08 56.56","+38 45 14.70","2.6915348","1.2275003","2.8881754","1.5547792","2.7382529","1.6440172","2.7382529","1.5008289","2.7382529","4.4295924","2.2253051","0.45159573","0","0","Hot","0","0.28782086","Lyra","Lyr","Lyre"
"Kepler-1710 b","Transit","Kepler","2021","2021-12-05","10.300000","","","0","M-R relationship","3.1970000","","","0","14.911100","","","0","0.11590000","","","0","0.0000000","","","0","89.980000","","","0","","","","0","Kepler-1710","","","","291.68329","37.751473","19h26m43.99s","+37d45m05.30s","12.695000","-0.092000000","0.092000000","305.19300","-2.3490000","2.3850000","5650.0000","-112.00000","101.00000","0","0.93000000","-0.070000000","0.050000000","0","0.90000000","-0.060000000","0.11000000","0","-0.040000000","-0.15000000","0.15000000","0","9.1000000","-3.6000000","3.6000000","0","-0.14300000","-0.018000000","0.013000000","0","4.5000000","-0.11000000","0.050000000","0","1.7949291","3.2217704","1.0077480","0.31521677","0.0025841642","0.11590000","0.11590000","0.11590000","0.11590000","53.559082","53.559082","53.559082","689.14085","689.14085","689.14085","","778.27630","778.27630","Neptunian","G","19 26 43.99","+37 45 05.30","0.71944898","0.64142189","1.5165340","0.81244315","1.4378120","0.85921339","1.4378120","0.78427205","1.4378120","2.2901491","1.5893083","0.50453665","0","0","Hot","0","0.22474241","Lyra","Lyr","Lyre"
"Kepler-1740 b","Transit","Kepler","2021","2021-12-05","11.000000","","","0","M-R relationship","3.3230000","","","0","8.1724005","","","0","0.077900000","","","0","0.0000000","","","0","82.800000","","","0","","","","0","Kepler-1740","","","","293.87366","38.922455","19h35m29.68s","+38d55m20.84s","15.454000","-0.19500000","0.19500000","1061.7700","-36.685000","36.685000","5705.0000","-76.000000","76.000000","0","0.94000000","-0.060000000","0.050000000","0","0.91000000","-0.050000000","0.12000000","0","-0.060000000","-0.15000000","0.15000000","0","","","","0","-0.079000000","","","0","4.5000000","-0.11000000","0.050000000","0","1.8194125","3.3102618","0.99616666","0.29977931","0.0017690671","0.077900000","0.077900000","0.077900000","0.077900000","137.38050","137.38050","137.38050","872.12951","872.12951","872.12951","","984.93323","984.93323","Neptunian","G","19 35 29.68","+38 55 20.84","0.83368118","0.68822092","1.6246503","0.87171885","1.5403161","0.92185427","1.5403161","0.84148582","1.5403161","2.4652659","1.7530446","0.45191880","0","0","Hot","0","0.20625665","Cygnus","Cyg","Swan"
"Kepler-1743 b","Transit","Kepler","2021","2021-12-05","3.1800000","","","0","M-R relationship","1.5990000","","","0","7.6497102","","","0","0.082200000","","","0","0.0000000","","","0","77.520000","","","0","","","","0","Kepler-1743","","","","290.55236","48.126258","19h22m12.57s","+48d07m34.53s","12.062000","-0.069000000","0.069000000","538.80700","-5.9750000","6.1070000","5855.0000","-117.00000","105.00000","0","1.2700000","-0.15000000","0.10000000","0","1.6100000","-0.35000000","0.26000000","0","0.40000000","-0.15000000","0.050000000","0","5.1000000","-1.1000000","1.1000000","0","0.59900000","-0.010000000","0.021000000","0","4.1200000","-0.11000000","0.17000000","0","1.4102280","1.9887430","1.2437417","0.77782470","0.0011165158","0.082200000","0.082200000","0.082200000","0.082200000","587.83625","587.83625","587.83625","1254.3358","1254.3358","1254.3358","1416.5751","1416.5751","1416.5751","Terran","G","19 22 12.57","+48 07 34.53","3.9719155","1.4887165","3.5003800","1.8856400","3.3186786","1.9938207","3.3186786","1.8202014","3.3186786","5.3810096","2.5076636","0.50826216","0","0","Hot","0","0.27669634","Cygnus","Cyg","Swan"
"Kepler-150 f","Transit","Kepler","2017","2017-04-11","12.900000","","","0","M-R relationship","3.6400000","-0.39000000","0.52000000","0","637.20930","-0.015400000","0.016900000","0","1.2400000","-0.45000000","0.29000000","0","","","","0","90.000000","-0.19000000","0.19000000","0","","","","0","Kepler-150","","","","288.23410","40.520897","19h12m56.18s","+40d31m15.23s","15.161000","-0.25200000","0.25200000","891.09200","-16.404000","17.021000","5528.0000","-122.00000","122.00000","0","0.97000000","","","0","0.91000000","","","0","-0.020000000","-0.10600000","0.099000000","0","4.5700000","-2.5100000","3.2300000","0","-0.16100000","","","0","4.5100000","","","0","1.8825398","3.5439560","0.97361430","0.26747646","0.029386391","1.2400000","1.2400000","1.2400000","1.2400000","0.44890726","0.44890726","0.44890726","208.51575","208.51575","208.51575","","235.48578","235.48578","Neptunian","G","19 12 56.18","+40 31 15.23","0.69023980","0.63275215","1.5014956","0.80146440","1.4235540","0.84770167","1.4235540","0.77368665","1.4235540","2.2431781","1.3070074","0.45617847","1","1","Warm","0","0.51606389","Lyra","Lyr","Lyre"
"Kepler-1523 b","Transit","Kepler","2016","2019-04-16","3.1200000","","","0","M-R relationship","1.5800000","-0.15000000","0.27000000","0","0.93875077","-1.1600000e-06","1.1600000e-06","0","0.018500000","","","0","0.0000000","","","0","89.860000","","","0","","","","0","Kepler-1523","","","","296.05407","45.827045","19h44m12.98s","+45d49m37.36s","14.993000","-0.10300000","0.10300000","865.59600","-17.891000","17.891000","5708.0000","-158.59000","150.00000","0","0.97000000","-0.060000000","0.070000000","0","0.96000000","-0.090000000","0.16000000","0","0.0000000","-0.17400000","0.14200000","0","4.3700000","-2.6600000","3.8000000","0","-0.099000000","","","0","4.4600000","-0.13000000","0.070000000","0","1.4052343","1.9746835","1.2497997","0.79101248","0.00027316052","0.018500000","0.018500000","0.018500000","0.018500000","2326.2508","2326.2508","2326.2508","1769.1467","1769.1467","1769.1467","1997.9732","1997.9732","1997.9732","Terran","G","19 44 12.98","+45 49 37.36","0.79615935","0.67243496","1.5872527","0.85172386","1.5048598","0.90070682","1.5048598","0.82218394","1.5048598","2.4091496","1.7806529","0.45278878","0","0","Hot","0","0.27583850","Cygnus","Cyg","Swan"
"Kepler-263 b","Transit","Kepler","2014","2019-04-16","7.6100000","","","0","M-R relationship","2.6700000","-1.4500000","1.4500000","0","16.568087","-6.5000000e-05","6.5000000e-05","0","0.12000000","","","0","0.0000000","","","0","89.690000","","","0","","","","0","Kepler-263","","","","292.46980","37.567794","19h29m52.75s","+37d34m04.06s","15.435000","-0.13700000","0.13700000","754.74700","-16.038000","16.038000","5265.0000","-200.00000","200.00000","0","0.80000000","-0.040000000","0.040000000","0","0.79000000","-0.43000000","0.43000000","0","-0.031000000","-0.014000000","0.014000000","0","7.9000000","-3.9000000","3.9000000","0","-0.45600000","","","0","4.5800000","-0.30000000","0.30000000","0","1.6882498","2.8501873","1.0674859","0.39980744","0.0025433027","0.12000000","0.12000000","0.12000000","0.12000000","24.301748","24.301748","24.301748","565.59959","565.59959","565.59959","","638.75586","638.75586","Neptunian","K","19 29 52.75","+37 34 04.06","0.34994517","0.45717379","1.0943686","0.57907489","1.0375603","0.61264630","1.0375603","0.55902157","1.0375603","1.5972164","0.78010865","0.46866158","0","0","Hot","0","0.27363282","Cygnus","Cyg","Swan"
"Pr0211 b","Radial Velocity","Fred Lawrence Whipple Observatory","2012","2016-02-10","597.52040","-9.5349000","9.5349000","0","Msini","13.400000","","","0","2.1461000","-3.0000000e-05","3.0000000e-05","0","0.031760000","-0.00015000000","0.00015000000","0","0.011000000","-0.0080000000","0.012000000","0","","","","0","17.000000","-111.00000","87.000000","0","Pr0211","","","","130.54774","19.276957","08h42m11.46s","+19d16m37.05s","12.163000","-0.080000000","0.080000000","182.71400","-1.0510000","1.0630000","5300.0000","-30.000000","30.000000","0","0.94000000","-0.010000000","0.010000000","0","0.83000000","-0.010000000","0.010000000","0","0.18000000","-0.020000000","0.020000000","0","0.57800000","-0.012000000","0.012000000","0","-0.33600000","-0.0040000000","0.0040000000","0","4.5100000","-0.050000000","0.050000000","0","6.6776549","44.591075","3.3276921","0.24833523","0.0027014919","0.031761921","0.031410640","0.032109360","0.031760480","457.36749","447.44195","467.56977","1178.0295","1171.6122","1184.5716","","1323.1519","1337.7875","Jovian","G","08 42 11.46","+19 16 37.05","0.46131757","0.52392082","1.2526035","0.66361885","1.1875814","0.70206576","1.1875814","0.64063556","1.1875814","1.8338498","0.87420881","0.31983213","0","0","Hot","0","0.069192635","Cancer","Cnc","Crab"
"K2-57 b","Transit","K2","2016","2019-09-05","5.0600000","","","0","M-R relationship","2.1000000","-0.25000000","0.25000000","0","9.0063000","-0.0013000000","0.0013000000","0","0.074600000","-0.0020000000","0.0020000000","0","","","","0","","","","0","","","","0","K2-57","","","","342.69182","-14.070001","22h50m46.04s","-14d04m12.00s","14.414000","-0.10300000","0.10300000","264.21300","-2.0290000","2.0600000","4434.0000","-61.000000","61.000000","0","0.68000000","-0.060000000","0.060000000","0","0.62000000","-0.050000000","0.050000000","0","","","","0","","","","0","-0.83000000","-0.0080000000","0.0080000000","0","4.6800000","-0.050000000","0.050000000","0","1.5522641","2.4095238","1.1473923","0.54637728","0.0014568157","0.074600000","0.074600000","0.074600000","0.074600000","26.578003","26.578003","26.578003","578.40268","578.40268","578.40268","653.21494","653.21494","653.21494","Superterran","K","22 50 46.04","-14 04 12.00","0.14791084","0.30824590","0.76390679","0.39044159","0.72424968","0.41347458","0.72424968","0.37692889","0.72424968","1.0383978","0.17725726","0.40568358","0","0","Hot","0","0.29781530","Aquarius","Aqr","Water Carrier"
"KOI-142 c","Transit","Kepler","2013","2020-05-28","214.10000","-5.2000000","5.2000000","0","Mass","14.000000","","","0","22.264920","-0.00067000000","0.00067000000","0","0.15525000","","","0","0.057240000","-0.00045000000","0.00045000000","0","93.150000","-0.68000000","0.68000000","0","270.76000","-0.99000000","1.8200000","0","KOI-142","","","G6 V","291.14810","40.669413","19h24m35.54s","+40d40m09.89s","13.209000","-0.12600000","0.12600000","376.86300","-1.9910000","2.0100000","5466.0000","-60.000000","60.000000","0","0.99000000","-0.020000000","0.020000000","0","0.90000000","-0.020000000","0.020000000","0","0.27000000","-0.060000000","0.060000000","0","2.2000000","-2.0000000","2.4000000","0","-0.22300000","-0.054000000","0.054000000","0","4.5300000","-0.020000000","0.030000000","0","3.9106083","15.292857","1.0923469","0.078024781","0.0087877662","0.15550433","0.14636349","0.16413651","0.15531365","24.868490","22.212100","27.934087","568.51888","553.02799","585.64351","","624.55821","661.39231","Jovian","G","19 24 35.54","+40 40 09.89","0.59841160","0.59125157","1.4057558","0.74889960","1.3327840","0.79215283","1.3327840","0.72294930","1.3327840","2.0886408","1.1829686","0.40660590","0","0","Hot","0","0.10488541","Lyra","Lyr","Lyre"
"K2-86 b","Transit","K2","2016","2019-09-05","4.5000000","","","0","M-R relationship","1.9600000","-0.27000000","0.27000000","0","8.7768300","-0.00098000000","0.00098000000","0","0.077000000","-0.0026000000","0.0026000000","0","","","","0","88.560000","-2.2270000","1.0440000","0","","","","0","K2-86","","","","51.553105","18.635572","03h26m12.75s","+18d38m08.06s","13.041000","-0.14900000","0.14900000","258.69900","-2.9370000","3.0040000","5482.0000","-248.00000","248.00000","0","0.79000000","-0.080000000","0.080000000","0","0.76000000","-0.090000000","0.090000000","0","-0.35000000","-0.080000000","0.080000000","0","","","","0","-0.38600000","-0.0070000000","0.0070000000","0","4.5800000","-0.070000000","0.070000000","0","1.5152288","2.2959184","1.1713869","0.59764639","0.0013755333","0.077000000","0.077000000","0.077000000","0.077000000","69.345542","69.345542","69.345542","735.11341","735.11341","735.11341","830.19509","830.19509","830.19509","Superterran","G","03 26 12.75","+18 38 08.06","0.41114972","0.48964066","1.1635731","0.62019547","1.1031728","0.65600486","1.1031728","0.59870375","1.1031728","1.7312659","1.1278250","0.42647491","0","0","Hot","0","0.27573058","Taurus","Tau","Bull"
"KMT-2021-BLG-0119L b","Microlensing","KMTNet","2022","2022-11-29","1754.4128","-762.78818","991.62463","0","Mass","12.800000","","","0","","","","0","2.9200000","-0.68000000","0.67000000","0","","","","0","","","","0","","","","0","KMT-2021-BLG-0119L","","","","274.00054","-29.743889","18h16m00.13s","-29d44m38.00s","","","","3130.0000","-910.00000","1300.0000","","","","0","0.56000000","-0.24000000","0.32000000","0","","","","0","","","","0","","","","0","","","","0","","","","0","11.707412","137.06350","10.708086","0.83656922","0.42738180","2.9200000","2.9200000","2.9200000","2.9200000","","","","","","","","","","Jovian","","18 16 00.13","-29 44 38.00","","","","","","","","","","","","0.38025984","0","0","","0","","Sagittarius","Sgr","Archer"
