P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"WASP-184 b","Transit","WASP-South","2019","2022-10-18","181.16310","-31.783000","31.783000","0","Mass","14.908000","-1.0090000","1.0090000","0","5.1817000","-1.0000000e-05","1.0000000e-05","0","0.062700000","-0.0012000000","0.0012000000","0","0.0000000","","","0","86.900000","-1.1000000","1.1000000","0","","","","0","WASP-184","","","G0 V","209.51701","-30.348153","13h58m04.08s","-30d20m53.35s","12.771000","-0.080000000","0.080000000","663.23100","-16.152000","16.965000","6000.0000","-100.00000","100.00000","0","1.2300000","-0.070000000","0.070000000","0","1.6500000","-0.090000000","0.090000000","0","0.12000000","-0.080000000","0.080000000","0","4.7000000","-1.1000000","1.1000000","0","0.50100000","-0.017000000","0.016000000","0","4.0900000","-0.050000000","0.050000000","0","3.4859823","12.152073","0.81513769","0.054677870","0.0033121322","0.062700000","0.062700000","0.062700000","0.062700000","806.24107","806.24107","806.24107","1357.4253","1357.4253","1357.4253","","1532.9986","1532.9986","Jovian","G","13 58 04.08","-30 20 53.35","3.1695675","1.3181941","3.0886626","1.6696460","2.9283332","1.7652165","2.9283332","1.6116669","2.9283332","4.8068854","3.1829038","0.49606987","0","0","Hot","0","0.062073733","Centaurus","Cen","Centaur"
"Kepler-427 b","Transit","Kepler","2014","2019-04-16","92.170000","-28.600000","28.600000","0","Mass","13.790000","-2.3500000","2.3500000","0","10.290994","-1.1000000e-06","1.1000000e-06","0","0.091000000","-0.010000000","0.010000000","0","0.57000000","","","1","89.500000","-0.45000000","0.45000000","0","","","","0","Kepler-427","","","G2 V","288.25458","43.704838","19h13m01.10s","+43d42m17.42s","14.301000","-0.092000000","0.092000000","1017.8000","-15.980000","16.490000","5800.0000","-70.000000","70.000000","0","0.96000000","-0.060000000","0.060000000","0","1.3500000","-0.20000000","0.20000000","0","-0.19000000","-0.070000000","0.070000000","0","7.0000000","-4.0000000","4.0000000","0","0.29000000","-0.13000000","0.13000000","0","4.1400000","-0.12000000","0.12000000","0","2.5853102","6.6838289","0.48468665","0.035147690","0.0017922608","0.10578295","0.039130000","0.14287000","0.095164041","286.57161","95.525190","1273.4453","975.80552","796.39621","1521.7552","","899.40438","1718.5833","Jovian","G","19 13 01.10","+43 42 17.42","1.9498446","1.0465394","2.4641838","1.3255711","2.3362703","1.4016884","2.3362703","1.2795797","2.3362703","3.7701946","2.0783656","0.48808814","0","0","Hot","0","0.068879189","Lyra","Lyr","Lyre"
"HAT-P-65 b","Transit","HATNet","2016","2022-10-18","167.49641","-26.379890","26.379890","0","Mass","21.185000","-1.4570000","1.4570000","0","2.6054552","-3.1000000e-06","3.1000000e-06","0","0.039510000","-0.00054000000","0.00054000000","0","0.30400000","","","1","84.200000","-1.3000000","1.3000000","0","","","","0","HAT-P-65","","","G2","315.90549","11.989368","21h03m37.32s","+11d59m21.72s","13.121000","-0.092000000","0.092000000","738.51900","-18.922000","19.924000","5835.0000","-51.000000","51.000000","0","1.2100000","-0.050000000","0.050000000","0","1.8600000","-0.10000000","0.10000000","0","0.10000000","-0.080000000","0.080000000","0","5.4600000","-0.61000000","0.61000000","0","0.55500000","-0.051000000","0.046000000","0","3.9800000","-0.040000000","0.040000000","0","2.8118265","7.9063682","0.37320596","0.017616519","0.0014229017","0.041335678","0.027498960","0.051521040","0.039980895","2413.4734","1352.1683","4746.4342","1753.5714","1544.7471","2114.4215","","1744.5492","2387.9069","Jovian","G","21 03 37.32","+11 59 21.72","3.5892193","1.4168955","3.3332031","1.7946709","3.1601797","1.8976661","3.1601797","1.7323946","3.1601797","5.1152135","2.3841896","0.50584648","0","0","Hot","0","0.044445411","Equuleus","Equ","Little Horse"
"NGTS-2 b","Transit","Paranal Observatory","2018","2022-10-18","235.19420","-38.139600","41.317900","0","Mass","17.878000","-0.50400000","0.52700000","0","4.5111640","-6.1000000e-05","6.1000000e-05","0","0.063000000","-0.0030000000","0.0024000000","0","0.0000000","","","0","88.500000","-1.2000000","1.0000000","0","","","","0","NGTS-2","","","F5 V","215.12276","-31.202070","14h20m29.46s","-31d12m07.45s","10.789000","-0.0090000000","0.0090000000","356.39100","-7.8450000","8.2000000","6478.0000","-89.000000","94.000000","0","1.6400000","-0.22000000","0.19000000","0","1.7000000","-0.040000000","0.050000000","0","-0.060000000","-0.090000000","0.090000000","0","2.1700000","-0.37000000","0.37000000","0","0.63100000","-0.013000000","0.013000000","0","4.2000000","-0.060000000","0.030000000","0","3.6270525","13.155510","0.73584906","0.041159473","0.0032985271","0.063000000","0.063000000","0.063000000","0.063000000","1077.2559","1077.2559","1077.2559","1459.4171","1459.4171","1459.4171","","1648.1823","1648.1823","Jovian","F","14 20 29.46","-31 12 07.45","4.2756289","1.4875702","3.4541172","1.8841559","3.2748185","1.9912708","3.2748185","1.8185912","3.2748185","5.5829503","7.9636862","0.48000903","0","0","Hot","0","0.052468776","Centaurus","Cen","Centaur"
"TOI-2141 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","24.000000","-4.0000000","4.0000000","0","Mass","3.0500000","-0.23000000","0.23000000","0","18.261570","-6.0000000e-05","6.0000000e-05","0","0.13300000","-0.00090000000","0.00090000000","0","0.21000000","","","1","89.000000","","","-1","90.000000","","","0","TOI-2141","","","","258.76235","18.340345","17h15m02.96s","+18d20m25.24s","9.4600000","-0.0030000000","0.0030000000","77.682000","-0.22440000","0.22570000","5659.0000","-48.000000","48.000000","0","0.94000000","-0.020000000","0.020000000","0","0.98000000","-0.060000000","0.060000000","0","-0.12000000","-0.013000000","0.013000000","0","6.4000000","-1.8000000","1.8000000","0","-0.050000000","-0.060000000","0.060000000","0","4.4200000","-0.040000000","0.040000000","0","2.8051475","7.8688525","2.5799516","0.84588578","0.0030947467","0.13593265","0.10507000","0.16093000","0.13374400","51.533601","34.413273","80.731410","676.80344","616.99437","763.59020","","696.79819","862.35514","Neptunian","G","17 15 02.96","+18 20 25.24","0.89125094","0.71353119","1.6865883","0.90377862","1.5990390","0.95579874","1.5990390","0.87243940","1.5990390","2.5489644","1.6198378","0.47748982","0","0","Hot","0","0.23139134","Hercules","Her","Hercules"
"TOI-2587 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","69.286590","-14.620110","17.162730","0","Mass","12.072000","-0.44800000","0.47100000","0","5.4566400","-1.1000000e-05","1.1000000e-05","0","0.063500000","-0.0013000000","0.0025000000","0","0.0000000","","","0","84.810000","-0.40000000","0.49000000","0","","","","0","TOI-2587 A","","","","115.93171","-1.0733330","07h43m43.61s","-01d04m24.00s","11.544000","-0.025000000","0.025000000","373.67500","-5.7720000","5.9530000","5760.0000","-79.000000","80.000000","0","1.1500000","-0.070000000","0.14000000","0","1.7300000","-0.050000000","0.050000000","0","0.13000000","-0.10000000","0.090000000","0","6.7000000","-2.6000000","1.7000000","0","0.47100000","-0.021000000","0.020000000","0","4.0200000","-0.040000000","0.060000000","0","2.3957141","5.7394458","0.47543454","0.039383246","0.0024900578","0.063500000","0.063500000","0.063500000","0.063500000","733.58856","733.58856","733.58856","1325.7537","1325.7537","1325.7537","","1497.2305","1497.2305","Jovian","G","07 43 43.61","-01 04 24.00","2.9580125","1.2921122","3.0456410","1.6366210","2.8875445","1.7306616","2.8875445","1.5798469","2.8875445","4.6436958","2.0607221","0.51460016","0","0","Hot","0","0.074804561","Monoceros","Mon","Unicorn"
"TOI-908 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","16.137000","-4.0390000","4.1120000","0","Mass","3.1860000","-0.15500000","0.15500000","0","3.1837920","-7.0000000e-06","7.0000000e-06","0","0.041657000","-2.0000000e-06","2.0000000e-06","0","0.13200000","-0.091000000","0.091000000","0","86.475000","-1.2600000","1.2580000","0","35.856000","-94.972000","94.972000","0","TOI-908","","","G V","53.159427","-81.250745","03h32m38.26s","-81d15m02.68s","11.316000","-0.012000000","0.012000000","175.74800","-0.63400000","0.63800000","5626.0000","-61.000000","61.000000","0","0.95000000","-0.010000000","0.010000000","0","1.0300000","-0.030000000","0.030000000","0","0.080000000","-0.040000000","0.040000000","0","4.6000000","-1.5000000","1.5000000","0","-0.040000000","-0.012000000","0.019000000","0","4.4500000","-0.030000000","0.030000000","0","2.2505492","5.0649718","1.5897589","0.49898270","0.00092973539","0.042019916","0.036158276","0.047155724","0.041748252","530.20149","410.13909","697.56482","1218.3738","1146.3903","1309.1694","","1294.6677","1478.5011","Neptunian","G","03 32 38.26","-81 15 02.68","0.91201084","0.72319845","1.7110716","0.91602425","1.6222512","0.96877929","1.6222512","0.88426446","1.6222512","2.5784800","1.5359658","0.45351572","0","0","Hot","0","0.20464016","Mensa","Men","Table"
"HD 23472 f","Transit","Transiting Exoplanet Survey Satellite (TESS)","2022","2023-12-04","0.77000000","-0.40000000","0.44000000","0","Mass","1.1370000","-0.077000000","0.084000000","0","12.162184","-9.9000000e-05","0.00012000000","0","0.090600000","-0.0014000000","0.0014000000","0","0.070000000","-0.051000000","0.048000000","0","88.810000","-0.32000000","0.58000000","0","4.0000000","-133.00000","97.000000","0","HD 23472","HD 23472","HIP 17264","K4 V","55.459031","-62.767267","03h41m50.17s","-62d46m02.16s","9.7300000","-0.030000000","0.030000000","39.034100","-0.040000000","0.040100000","4684.0000","-99.000000","99.000000","0","0.67000000","-0.030000000","0.030000000","0","0.71000000","-0.020000000","0.020000000","0","-0.20000000","-0.050000000","0.050000000","0","","","","0","-0.62500000","-0.028000000","0.027000000","0","4.5300000","-0.080000000","0.080000000","0","0.82293424","0.67722076","0.59562072","0.52385287","0.00088281229","0.090821970","0.084258000","0.096942000","0.090655582","28.960779","25.233416","33.402403","590.40827","570.94427","612.41263","666.77337","644.79184","691.62383","Terran","K","03 41 50.17","-62 46 02.16","0.23713737","0.38675160","0.94758233","0.48988032","0.89839166","0.51862226","0.89839166","0.47292945","0.89839166","1.3148123","0.27101219","0.40368511","0","0","Hot","0","0.33854022","Reticulum","Ret","Net"
"TOI-2796 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","139.84450","-34.961120","31.782840","0","Mass","17.262000","","","-1","4.8084983","-5.6000000e-06","5.7000000e-06","0","0.056900000","-0.0011000000","0.0010000000","0","0.0000000","","","0","85.220000","","","1","","","","0","TOI-2796","","","","84.152719","0.89627880","05h36m36.65s","+00d53m46.60s","12.475000","-0.080000000","0.080000000","350.34300","-5.8210000","6.0180000","5764.0000","-78.000000","81.000000","0","1.0600000","-0.060000000","0.060000000","0","1.0700000","-0.020000000","0.020000000","0","0.23900000","-0.079000000","0.076000000","0","4.0000000","-2.5000000","3.3000000","0","0.055000000","-0.025000000","0.026000000","0","4.4000000","-0.030000000","0.030000000","0","2.8462768","8.1012919","0.46931363","0.027187674","0.0028974149","0.056900000","0.056900000","0.056900000","0.056900000","350.57058","350.57058","350.57058","1102.2842","1102.2842","1102.2842","","1244.8568","1244.8568","Jovian","G","05 36 36.65","+00 53 46.60","1.1350108","0.80019527","1.8859398","1.0135469","1.7880424","1.0717816","1.7880424","0.97838654","1.7880424","2.8764959","2.0193267","0.45955425","0","0","Hot","0","0.056174088","Orion","Ori","Hunter"
"WASP-89 b","Transit","SuperWASP","2015","2022-01-24","1875.1970","-127.13200","127.13200","0","Mass","11.657000","-0.44800000","0.44800000","0","3.3564227","-2.5000000e-06","2.5000000e-06","0","0.042700000","-0.0012000000","0.0012000000","0","0.19300000","-0.0090000000","0.0090000000","0","89.400000","-0.50000000","0.50000000","0","28.000000","-4.0000000","4.0000000","0","WASP-89","","","K3","313.90003","-18.971408","20h55m36.01s","-18d58m17.07s","13.210000","-0.10300000","0.10300000","290.94600","-2.6450000","2.6920000","5130.0000","-90.000000","90.000000","0","0.92000000","-0.080000000","0.080000000","0","0.88000000","-0.030000000","0.030000000","0","0.15000000","-0.14000000","0.14000000","0","1.3000000","-0.80000000","1.5000000","0","-0.34300000","-0.0080000000","0.0080000000","0","4.5200000","-0.020000000","0.020000000","0","12.683235","160.86446","13.799816","1.1838223","0.0043702507","0.043495266","0.034458900","0.050941100","0.042901290","253.73902","174.92962","382.29373","1009.5191","926.43627","1126.4165","","1046.2642","1272.1104","Jovian","K","20 55 36.01","-18 58 17.07","0.45394162","0.52436149","1.2614134","0.66417952","1.1959335","0.70278704","1.1959335","0.64118657","1.1959335","1.8191301","0.64812949","0.36347789","0","0","Hot","0","0.079864840","Capricornus","Cap","Sea Goat"
"K2-114 b","Transit","K2","2017","2022-08-08","638.83510","-38.139410","38.139410","0","Mass","10.447000","-0.34700000","0.34700000","0","11.390931","-3.4000000e-06","3.4000000e-06","0","0.094300000","-0.0012000000","0.0014000000","0","0.081000000","-0.030000000","0.031000000","0","89.210000","-0.14000000","0.22000000","0","-51.000000","-13.000000","21.000000","0","K2-114","","","","127.88291","11.922255","08h31m31.90s","+11d55m20.12s","14.550000","-0.21700000","0.21700000","475.75800","-7.9800000","8.2520000","4920.0000","-69.000000","68.000000","0","0.86000000","-0.030000000","0.040000000","0","0.82000000","-0.020000000","0.020000000","0","0.41000000","-0.037000000","0.036000000","0","7.2000000","-4.5000000","4.3000000","0","-0.44500000","-0.038000000","0.037000000","0","4.5400000","-0.030000000","0.030000000","0","7.8198530","61.150101","5.8533647","0.56029144","0.0078507153","0.094609351","0.086661700","0.10193830","0.094377505","40.495430","34.540230","47.790942","641.82328","617.56264","669.78606","","697.43996","756.41811","Jovian","K","08 31 31.90","+11 55 20.12","0.35892193","0.47101572","1.1424857","0.59661177","1.0831785","0.63144076","1.0831785","0.57596511","1.0831785","1.6175725","0.44178797","0.47272990","0","0","Hot","0","0.10920912","Cancer","Cnc","Crab"
"HATS-27 b","Transit","HATSouth","2016","2022-10-18","168.44990","-41.317900","41.317900","0","Mass","16.814000","-1.2330000","2.2420000","0","4.6370380","-1.4000000e-05","1.4000000e-05","0","0.061100000","-0.00068000000","0.00068000000","0","0.58100000","","","1","87.300000","-1.3000000","1.3000000","0","","","","0","HATS-27","","","F","193.55246","-46.587716","12h54m12.59s","-46d35m15.78s","12.782000","-0.069000000","0.069000000","816.98800","-37.381000","41.072000","6438.0000","-64.000000","64.000000","0","1.4200000","-0.050000000","0.050000000","0","1.7400000","-0.10000000","0.17000000","0","0.090000000","-0.040000000","0.040000000","0","2.3000000","-0.22000000","0.22000000","0","0.66900000","-0.058000000","0.078000000","0","4.1100000","-0.050000000","0.050000000","0","3.1651905","10.018431","0.59583865","0.035437055","0.0012582529","0.071412489","0.025600900","0.096599100","0.064020171","1535.8353","500.09653","7120.1564","1479.7600","1204.6563","2340.0336","","1360.4700","2642.7002","Jovian","F","12 54 12.59","-46 35 15.78","4.6665938","1.5577383","3.6192972","1.9730329","3.4314240","2.0852607","3.4314240","1.9043869","3.4314240","5.8326211","7.0862682","0.46196484","0","0","Hot","0","0.055155775","Centaurus","Cen","Centaur"
"WASP-114 b","Transit","SuperWASP-North","2016","2022-10-18","562.24127","-20.341120","20.341120","0","Mass","15.009000","-0.71700000","0.71700000","0","1.5487743","-9.1000000e-07","1.2000000e-06","0","0.028510000","-0.00039000000","0.00039000000","0","0.012000000","-0.0090000000","0.022000000","0","83.960000","-0.90000000","0.90000000","0","-71.000000","-35.000000","150.00000","0","WASP-114","","","G0","327.66570","10.462938","21h50m39.77s","+10d27m46.58s","12.685000","-0.069000000","0.069000000","523.33700","-16.282000","17.342000","5940.0000","-140.00000","140.00000","0","1.2900000","-0.050000000","0.050000000","0","1.4300000","-0.060000000","0.060000000","0","0.14000000","-0.070000000","0.070000000","0","4.3000000","-1.3000000","1.4000000","0","0.33300000","-0.032000000","0.030000000","0","4.3000000","-0.10000000","0.10000000","0","6.1204800","37.460275","2.4958542","0.16629050","0.0021362418","0.028512053","0.028167880","0.028852120","0.028510513","2648.7248","2586.0954","2713.2616","1827.4571","1816.6064","1838.5381","","2051.5715","2076.3399","Jovian","G","21 50 39.77","+10 27 46.58","2.1527817","1.0903567","2.5583894","1.3810658","2.4255859","1.4601916","2.4255859","1.3331203","2.4255859","3.9615374","2.9170999","0.49659173","0","0","Hot","0","0.060787856","Pegasus","Peg","Winged Horse"
"WASP-88 b","Transit","SuperWASP","2014","2022-08-09","133.48860","-44.496200","44.496200","0","Mass","16.365000","-2.3540000","2.3540000","0","4.9540000","-1.9000000e-05","1.9000000e-05","0","0.064310000","-0.00062000000","0.00065000000","0","0.0000000","","","0","88.000000","-1.4500000","1.4500000","0","","","","0","WASP-88","","","F6","309.51123","-48.462083","20h38m02.70s","-48d27m43.50s","11.388000","-0.018000000","0.018000000","523.75600","-8.5110000","8.7920000","6430.0000","-130.00000","130.00000","0","0.94000000","-0.42000000","0.42000000","0","1.8000000","-0.26000000","0.26000000","0","-0.080000000","","","0","3.0000000","-1.3000000","1.3000000","0","0.72400000","-0.012000000","0.011000000","0","3.9600000","-0.040000000","0.040000000","0","2.8560387","8.1569569","0.49843916","0.030457633","0.0033561075","0.064310000","0.064310000","0.064310000","0.064310000","1280.6869","1280.6869","1280.6869","1523.9140","1523.9140","1523.9140","","1721.0214","1721.0214","Jovian","F","20 38 02.70","-48 27 43.50","5.2966344","1.6603471","3.8581926","2.1029978","3.6579187","2.2226310","3.6579187","2.0298325","3.6579187","6.2138929","6.0915593","0.42084386","0","0","Hot","0","0.056655370","Indus","Ind","Indian"
"WASP-99 b","Transit","SuperWASP","2014","2022-10-18","772.32690","-117.59710","117.59710","0","Mass","11.433000","-0.67300000","0.67300000","0","5.7525100","-4.0000000e-05","4.0000000e-05","0","0.071700000","-0.0016000000","0.0016000000","0","0.0000000","","","0","88.800000","-1.1000000","1.1000000","0","","","","0","WASP-99","","","F8","39.897669","-50.008193","02h39m35.44s","-50d00m29.50s","9.4750000","-0.0030000000","0.0030000000","158.66000","-0.80000000","0.80900000","6150.0000","-100.00000","100.00000","0","1.2100000","-0.28000000","0.28000000","0","1.6400000","-0.090000000","0.090000000","0","0.21000000","","","0","3.0000000","-0.50000000","0.60000000","0","0.54300000","-0.0030000000","0.0030000000","0","4.3000000","-0.10000000","0.10000000","0","8.2190284","67.552427","5.9085478","0.51679767","0.0061750859","0.071700000","0.071700000","0.071700000","0.071700000","679.14372","679.14372","679.14372","1300.4394","1300.4394","1300.4394","","1468.6420","1468.6420","Jovian","F","02 39 35.44","-50 00 29.50","3.4914032","1.3708956","3.2017824","1.7363913","3.0355813","1.8355588","3.0355813","1.6760544","3.0355813","5.0450301","4.0960755","0.45779759","0","0","Hot","0","0.078512157","Eridanus","Eri","River"
"KMT-2018-BLG-2602L b","Microlensing","KMTNet","2022","2023-04-10","365.50267","-200.23190","232.01474","0","Mass","13.700000","","","0","","","","0","3.8100000","-2.3200000","2.9600000","0","","","","0","","","","0","","","","0","KMT-2018-BLG-2602L","","","","267.39704","-21.976200","17h49m35.29s","-21d58m34.32s","","","","4310.0000","-1840.0000","1970.0000","","","","0","0.66000000","-0.36000000","0.42000000","0","","","","0","","","","0","","","","0","","","","0","","","","0","5.1651744","26.679027","1.9473742","0.14214410","0.31296259","3.8100000","3.8100000","3.8100000","3.8100000","","","","","","","","","","Jovian","","17 49 35.29","-21 58 34.32","","","","","","","","","","","","0.40166665","0","0","","0","","Sagittarius","Sgr","Archer"
